DEPTH,GR,DPHI,NPHI,PEF,AT10,AT30,AT60,AT90,Rh,Rv,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err,Csh_q,Rss_q,Rv_sim_q,Rh_sim_q,Rv_err_q,Rh_err_q
5536.82186614,6.48866316,0.39843252,0.34808201,1.56113219,10.83407019,10.03707303,9.59411345,9.41796768,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5537.07186614,6.49039129,0.39799964,0.34434427,1.56113219,10.47519141,9.86715767,9.44798092,9.28176559,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5537.32186614,6.73774707,0.39756676,0.34060653,1.56113219,10.06328187,9.62770336,9.23675579,9.0821127,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5537.57186614,9.43208192,0.37835125,0.33256294,1.56113219,9.63348063,9.30469387,8.94734357,8.80586713,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5537.82186614,12.12641677,0.34625638,0.32156681,1.56799645,9.19467929,8.97319473,8.64837744,8.51936528,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5538.07186614,14.82075163,0.31416151,0.31057068,1.58404858,8.7614115,8.64427701,8.3500295,8.2325028,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5538.32186614,17.59905287,0.28206664,0.29957455,1.6001007,8.34940109,8.3389166,8.07096204,7.96222147,11.15819895,11.15819895,10.0,1.0,Synthetic1,3.0,3.5440435e-06,11.227417,11.227412882345106,11.227004144618906,0.6202966325950597,0.6166335169969971,0.1140161711441967,1.1171556589663214,2.1299435596008762,1.1024297989578515,-80.91140363113101,-90.12000230594695
5538.57186614,21.21383978,0.25556451,0.29038372,1.61615283,7.97192227,8.04035891,7.79773909,7.69852402,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5538.82186614,24.82862669,0.23289736,0.28243081,1.6253407,7.63775104,7.76470199,7.54477361,7.45442449,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5539.07186614,28.44341359,0.21023021,0.27447789,1.6253407,7.35061082,7.52726598,7.32581348,7.24207674,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5539.32186614,31.72844882,0.18756306,0.26652498,1.6253407,7.10941417,7.32209896,7.13635132,7.05809595,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5539.57186614,31.72844882,0.17620152,0.26217294,1.6253407,6.9084426,7.1489433,6.97631682,6.90254408,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5539.82186614,31.72844882,0.17259232,0.26029004,1.6253407,6.73716219,7.00615543,6.84418215,6.7740792,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5540.07186614,31.72844882,0.16898312,0.25840714,1.6253407,6.63789404,6.92807549,6.77219586,6.70412618,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5540.32186614,31.72844882,0.16537392,0.25652424,1.6253407,6.59187115,6.86819723,6.71754252,6.65116529,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5540.57186614,31.72844882,0.16390578,0.25562633,1.6253407,6.56240619,6.79769485,6.65285233,6.58842912,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5540.82186614,31.72844882,0.16390578,0.25540383,1.6253407,6.55300187,6.74172793,6.59982974,6.53653351,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5541.07186614,31.72844882,0.16390578,0.25518133,1.6253407,6.55296788,6.70738508,6.56748022,6.50486418,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5541.32186614,31.72844882,0.16390578,0.25495883,1.6253407,6.5531424,6.68216811,6.54453794,6.48254219,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5541.57186614,31.72844882,0.16390578,0.25486834,1.6253407,6.55367378,6.65845183,6.52266585,6.46110691,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5541.82186614,31.72844882,0.16390578,0.25486838,1.6253407,6.55441503,6.63690418,6.50251975,6.44117727,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5542.07186614,31.72844882,0.16390578,0.25486842,1.6253407,6.55516239,6.61845273,6.48505751,6.42370647,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5542.32186614,31.72844882,0.16390578,0.25486846,1.6253407,6.55578601,6.60305518,6.47028036,6.40866816,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5542.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55626087,6.59055866,6.45808647,6.39594768,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5542.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.5565685,6.58122115,6.44879684,6.38593283,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5543.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55686168,6.57452979,6.44196988,6.3781523,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5543.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55719958,6.569846,6.43704369,6.37206205,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5543.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.5575291,6.56664526,6.43356496,6.3672625,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5543.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55783382,6.56433348,6.43109651,6.36334045,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5544.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55795583,6.5628145,6.42939514,6.3601171,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5544.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.5580161,6.56191505,6.42835561,6.35752085,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5544.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55813028,6.56131141,6.42776283,6.35536523,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5544.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55824229,6.56086436,6.42739296,6.35351342,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5545.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55832771,6.56051928,6.42728029,6.35199999,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5545.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55839319,6.56023231,6.42751108,6.35085522,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5545.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55845341,6.55996119,6.42800925,6.35004038,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5545.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55841187,6.55977154,6.4286628,6.34950114,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5546.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55828223,6.55967377,6.4294168,6.34920881,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5546.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55812758,6.55952428,6.43024557,6.3491536,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5546.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55795652,6.55928134,6.43115541,6.34933221,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5546.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55777765,6.55921132,6.43215898,6.34972798,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5547.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55758941,6.55942012,6.43328498,6.35024836,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5547.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55736284,6.55977144,6.43503471,6.35137904,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5547.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55713889,6.56015698,6.4371616,6.3529577,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5547.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55689691,6.56066652,6.43884557,6.35432482,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5548.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.5566202,6.5611969,6.44045634,6.35571304,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5548.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55629326,6.56189479,6.44271496,6.35777744,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5548.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55600006,6.56267515,6.44457477,6.35926512,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5548.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55571519,6.56349325,6.44642881,6.36100851,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5549.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55541593,6.56454377,6.44952288,6.36399556,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5549.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.5551161,6.56652466,6.45349665,6.36772423,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5549.57186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55474242,6.56982379,6.45813457,6.37219024,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5549.82186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55421469,6.57429472,6.4639012,6.37782659,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5550.07186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55361841,6.58036502,6.47134276,6.38515871,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5550.32186614,31.72844882,0.16390578,0.25486848,1.6253407,6.55313751,6.58891525,6.48111826,6.3948044,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5550.57186614,31.72844882,0.16390578,0.25486816,1.6253407,6.55278465,6.6010399,6.49429591,6.40779211,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5550.82186614,31.72844882,0.16390578,0.25486762,1.6253407,6.5524593,6.61807895,6.51218115,6.42540128,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5551.07186614,31.72844882,0.16390578,0.25486707,1.6253407,6.55211349,6.64138732,6.53603697,6.44884801,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5551.32186614,31.72844882,0.16390578,0.25486653,1.6253407,6.55176988,6.67190253,6.56675408,6.47898995,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5551.57186614,31.72844882,0.16390578,0.25482325,1.6253407,6.55145792,6.71003451,6.60476743,6.51625163,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5551.82186614,31.72844882,0.16390578,0.25475066,1.6253407,6.55099933,6.75616586,6.65049313,6.56104729,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5552.07186614,31.72844882,0.16390578,0.25467807,1.6253407,6.55015455,6.81050713,6.7041749,6.61362549,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5552.32186614,31.72844882,0.16390578,0.25460547,1.6253407,6.54923486,6.87234068,6.76516404,6.67337395,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5552.57186614,31.72844882,0.16389959,0.25379144,1.6253407,6.55993704,6.94031412,6.83220232,6.73909386,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5552.82186614,31.72844882,0.16388916,0.252469,1.6253407,6.59638744,7.01378351,6.90416369,6.80972446,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5553.07186614,31.72844882,0.16387873,0.25114655,1.6253407,6.65055654,7.13164239,7.0192309,6.92168074,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5553.32186614,31.72917626,0.1638683,0.24982411,1.6253407,6.78892951,7.28427075,7.16867663,7.06742531,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5553.57186614,31.73715058,0.16210045,0.24684487,1.6253407,7.01491298,7.41909683,7.30057318,7.19572313,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5553.82186614,31.7451249,0.15912751,0.24272956,1.6259208,7.29543325,7.62857662,7.50513385,7.39489486,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5554.07186614,31.75309923,0.15615457,0.23861425,1.62727737,7.64032719,7.93257038,7.80180483,7.68438631,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5554.32186614,31.77035733,0.15318164,0.23449893,1.62863395,8.06354145,8.29373949,8.15394419,8.02811962,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5554.57186614,31.88010182,0.14646257,0.22997316,1.62999052,8.57469797,8.71423404,8.56374851,8.42832431,6.4780531,6.4780531,10.0,1.0,Synthetic1,3.0,0.00028272232,6.271134,6.272177842853125,6.261889753332241,3.17804213656222,3.3368566655892224,1.0,-2.0141481576587425e-13,10.0,1.0,54.36736694856668,-84.56326330514334
5554.82186614,31.98984631,0.13717475,0.22516594,1.634125,9.17774351,9.16022191,9.00724616,8.86834297,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5555.07186614,32.0995908,0.12788694,0.22035871,1.64197773,9.86897853,9.7035516,9.5350442,9.38265377,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5555.32186614,32.19996197,0.11859912,0.21555149,1.64983046,10.63247723,10.30419178,10.11709376,9.94844656,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5555.57186614,32.20695476,0.11440277,0.21213946,1.6576832,11.44450396,10.91225592,10.71495787,10.53595358,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5555.82186614,32.21394756,0.11369767,0.20968413,1.66217792,12.27915492,11.5316139,11.32759008,11.14053785,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5556.07186614,32.22094035,0.11299257,0.2072288,1.66217792,13.11808711,12.14023454,11.93568102,11.74425956,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
5556.32186614,32.22729524,0.11228748,0.20477346,1.66217792,13.93603102,12.71564496,12.51981112,12.32898809,14.92730451,14.92730451,10.0,1.0,Synthetic1,3.0,0.0,14.735325,14.735324754216393,14.735306965780005,1.28609793988592,1.286217106989249,0.3537873754725566,1.510801980195972,4.5141730674892635,1.279565014939703,-69.7589537048356,-91.42802363224716
